企业id,企业名称,统一社会信用代码,企业描述,注册资本,keywords,category_id
975,广东至远生物医药科技有限公司,91440101MA9UXA8P3A,广东至远生物医药科技有限公司成立于2020年10月25日，注册地位于广州市番禺区石楼镇创启路63号创智34号楼，法定代表人为杨松林。经营范围包括技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;国内贸易代理;生物基材料技术研发;细胞技术研发和应用;仪器仪表销售;卫生用品和一次性使用医疗用品销售;药物检测仪器销售;电子产品销售;第二类医疗器械销售;病媒生物防治服务;生物质能技术服务;病媒生物密度控制水平评价服务;病媒生物密度监测评价服务;消毒剂销售（不含危险化学品）;工程和技术研究和试验发展;自然科学研究和试验发展;第一类医疗器械销售;医学研究和试验发展;;实验动物生产;实验动物经营;检验检测服务;货物进出口;技术进出口;,500万(元),疾病检测|生物科技|生物基材料|电子|医疗器械,46
976,广东至高建设有限公司,9.14402E+17,广东至高建设有限公司成立于2007年06月19日，注册地位于广州市增城区增江街西山路15号，法定代表人为周伟勇。经营范围包括对外承包工程;园林绿化工程施工;体育场地设施工程施工;土石方工程施工;工程管理服务;工程技术服务（规划管理、勘察、设计、监理除外）;工程造价咨询业务;承接总公司工程建设业务;普通机械设备安装服务;金属门窗工程施工;渔港渔船泊位建设;雨水、微咸水及矿井水的收集处理及利用;打捞服务;装卸搬运;仓储设备租赁服务;机械设备租赁;建筑工程机械与设备租赁;防洪除涝设施管理;水文服务;水资源管理;水土流失防治服务;水利相关咨询服务;室内空气污染治理;水污染治理;白蚁防治服务;生态保护区管理服务;水环境污染防治服务;大气污染治理;大气环境污染防治服务;固体废物治理;土壤污染治理与修复服务;土壤环境污染防治服务;地质灾害治理服务;生态恢复及生态保护服务;环境应急治理服务;市政设施管理;城乡市容管理;城市绿化管理;环境卫生公共设施安装服务;城市公园管理;家具安装和维修服务;家用电器安装服务;人工造林;森林改培;竹材采运;灌溉服务;农业机械服务;农林牧副渔业专业机械的安装、维修;陆路国际货物运输代理;普通货物仓储服务（不含危险化学品等需许可审批的项目）;智能水务系统开发;智能控制系统集成;与农业生产经营有关的技术、信息、设施建设运营等服务;土地使用权租赁;非居住房地产租赁;住房租赁;劳务服务（不含劳务派遣）;房屋拆迁服务;企业管理;人力资源服务（不含职业中介活动、劳务派遣服务）;特种设备出租;计算机及通讯设备租赁;办公设备租赁服务;人工智能公共数据平台;信息系统集成服务;污水处理及其再生利用;停车场服务;国内货物运输代理;机动车修理和维护;住宅水电安装维护服务;花卉种植;工业工程设计服务;地质勘查技术服务;专业设计服务;消防技术服务;平面设计;新材料技术研发;工程和技术研究和试验发展;建筑材料销售;业务培训（不含教育培训、职业技能培训等需取得许可的培训）;房屋建筑和市政基础设施项目工程总承包;建筑智能化工程施工;消防设施工程施工;地质灾害治理工程施工;建设工程设计;电力设施承装、承修、承试;住宅室内装饰装修;建筑劳务分包;建筑物拆除作业（爆破作业除外）;施工专业作业;自来水生产与供应;道路货物运输（不含危险货物）;水路普通货物运输;天然水收集与分配;水力发电;草种生产经营;木材采运;水利工程质量检测;建设工程监理;公路工程监理;水运工程监理;水利工程建设监理;地质灾害治理工程监理;建设工程勘察;地质灾害治理工程勘查;测绘服务;安全生产检验检测;安全评价业务;建设工程质量检测,"2,555万(元)",林业|汽车维修|土木工程|航空宇航科学与技术|信号与信息处理|信息安全|声学|网络工程|科技|机电设备安装,80
977,广东致卓环保科技有限公司,9.14406E+17,广东致卓环保科技有限公司成立于2011年01月24日，注册地位于佛山市南海区狮山镇长虹岭工业园长兴西路3号(车间8)A区，法定代表人为李树泉。经营范围包括环保技术、智能机械设备自动化的研发、咨询及技术转让；化学分析检测服务；生产、销售：表面处理添加剂、电镀添加剂、催化剂、助剂、化学试剂、石油添加剂、污水处理添加剂、电子电路添加剂、PCB电子线路板化学药水、无机盐、电子材料、半导体材料、电泳材料、洗涤材料、肥皂及洗涤剂、化妆品、口腔清洁用品、香料、香精、日用化学产品、硫酸铜（以上项目不含剧毒和危险化学品）；智能自动化设备、仪器设备销售；货物进出口、技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）(依法须经批准的项目，经相关部门批准后方可开展经营活动)广东致卓环保科技有限公司对外投资3家公司。,"1,000万(元)",电镀添加剂|智能机械设备|助剂和化学试剂|处理添加剂|催化剂,86
978,广东致胜环保产业集团有限公司,9.14419E+17,广东致胜环保产业集团有限公司成立于2015年03月10日，注册地位于东莞市东城区旗峰路新世纪豪园新世纪大厦三楼A单元，法定代表人为阮文杰。经营范围包括环保产业投资及管理，实业投资及管理，股权投资及管理，创业风险投资及管理；研发新能源环保产品；环保专业领域的技术咨询、技术服务、技术开发、技术转让；环境影响评价、环境应急预案、环境风险评估的编制（法律、行政法规决定禁止的项目除外）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓广东致胜环保产业集团有限公司对外投资15家公司。,"5,000万(元)",外部投资|新能源环保产品|技术研发|环境影响评价,86
979,广东艾万生物科技有限公司,91440101MA9W5EF11T,广东艾万生物科技有限公司成立于2021年03月01日，注册地位于珠海市香洲区屏北二路55号再生时代大厦1单元1903室-311（集中办公区），法定代表人为傅子文。经营范围包括第二类医疗器械销售;化妆品零售;健康咨询服务（不含诊疗服务）;自然科学研究和试验发展;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;专用化学产品制造（不含危险化学品）;生物化工产品技术研发;专用化学产品销售（不含危险化学品）;实验分析仪器销售;药物检测仪器销售;工程和技术研究和试验发展;第一类医疗器械生产;第一类医疗器械销售;人体干细胞技术开发和应用;;化妆品生产;(依法须经批准的项目，经相关部门批准后方可开展经营活动),500万(元),生物化工产品|医疗器械销售|实验室设备|生物技术|医学研究,45
980,广东艾佩克科技有限公司,91440113589526901X,广东艾佩克科技有限公司成立于2012年02月08日，注册地位于广州市南沙区东涌镇冠胜路13号自编304室（仅限办公），法定代表人为王希斌。经营范围包括农业技术开发服务;农业技术咨询、交流服务;企业管理咨询服务;计算机零配件批发;计算机零配件零售;软件批发;软件零售;货物进出口（专营专控商品除外）;工程技术咨询服务;畜牧业科学研究服务;软件开发;信息技术咨询服务;商品信息咨询服务;技术进出口;农业技术转让服务;广东艾佩克科技有限公司对外投资6家公司。,"1,000万(元)",商品信息咨询服务|信息技术咨询服务|软件零售|农业技术开发服务|畜牧业科学研究服务|技术服务咨询|软件开发|软件批发|农业技术转让服务|技术进出口,53
981,广东芯盾微电子科技有限公司,91440101MA5CPCEM51,广东芯盾微电子科技有限公司成立于2019年04月16日，注册地位于广州高新技术产业开发区科学城揽月路1号B座三层353号，法定代表人为罗卫。经营范围包括电子、通信与自动控制技术研究、开发;计算机技术开发、技术服务;计算机硬件的研究、开发;电子防伪系统技术开发、技术服务;计算机技术转让服务;信息电子技术服务;电力电子技术服务;网络信息技术推广服务;科技信息咨询服务;信息系统集成服务;信息技术咨询服务;集成电路设计;电子产品批发;货物进出口（专营专控商品除外）;技术进出口;商品批发贸易（许可审批类商品除外）;通信设备零售;电子产品零售;通信信号技术咨询服务;电子产品设计服务;,"3,150万(元)",物联网|芯片|计算机|网络安全|人工智能|软件开发,20
982,广东苏粤铝业有限公司,91440233581410947H,广东苏粤铝业有限公司成立于2011年08月30日，注册地位于新丰县丰城街道坳头村长埔，法定代表人为潘英伟。经营范围包括生产、销售：铝型材、铜材及铜铝成材机械设备；货物及技术进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动)广东苏粤铝业有限公司对外投资2家公司。,"1,000万(元)",注册地|项目审批|外商投资,53
983,广东茉莉数字科技集团股份有限公司,9.14401E+17,广东茉莉数字科技集团股份有限公司成立于2014年10月22日，注册地位于广州市越秀区北京路374号之二801室、802室、803室、804室、805室、806室、807室、808室，法定代表人为林敏。经营范围包括科技信息咨询服务;信息技术咨询服务;广告业;大型活动组织策划服务（大型活动指晚会、运动会、庆典、艺术和模特大赛、艺术节、电影节及公益演出、展览等，需专项审批的活动应在取得审批后方可经营）;文化艺术咨询服务;舞台表演艺术指导服务;群众参与的文艺类演出、比赛等公益性文化活动的策划;商品零售贸易（许可审批类商品除外）;电子、通信与自动控制技术研究、开发;网络技术的研究、开发;计算机技术开发、技术服务;模特服务;影视经纪代理服务;音像经纪代理服务;文学、艺（美）术经纪代理服务;动漫（动画）经纪代理服务;广播电视节目制作（具体经营范围以《广播电视节目制作经营许可证》为准）;电影和影视节目制作;演出经纪代理服务;增值电信服务（业务种类以《增值电信业务经营许可证》载明内容为准）广东茉莉数字科技集团股份有限公司对外投资6家公司，具有1处分支机构。,"5,563.2889万(元)",娱乐|广播|科技咨询|文化活动|舞蹈|模型服务|传媒服务|软件开发|文化产业|经济产业,53
984,广东荣盛金属制品有限公司,91440000776908569H,广东荣盛金属制品有限公司成立于2005年06月23日，注册地位于广东省广州市白云区同和街同沙路283号广东天健家居装饰广场五、六区N栋三层N3011房，法定代表人为沈钿盛。经营范围包括金属材料制造;五金产品制造;五金产品批发;广告制作;广告发布（非广播电台、电视台、报刊出版单位）;广告设计、代理;建筑装饰材料销售;建筑材料销售;金属材料销售;包装材料及制品销售;建筑陶瓷制品销售;卫生陶瓷制品销售;门窗销售;服装服饰批发;电子产品销售;专业设计服务;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;厨具卫具及日用杂品批发;家用电器销售;货物进出口;技术进出口广东荣盛金属制品有限公司具有3处分支机构。,500万(元),门窗|建筑装饰材料|厨具卫具|五金产品|家用电器|电子产品|金属制品|广告制作|建筑材料,83
985,广东荻赛尔机械铸造股份有限公司,91441400673115646C,广东荻赛尔机械铸造股份有限公司成立于2008年04月17日，注册地位于梅州市平远县大柘镇（平远县产业转移工业园），法定代表人为李伟彪。经营范围包括研发、制造、销售：柴油机部件；加工、铸造：有色、黑色金属；货物和技术进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动),"5,200万(元)",黑色金属|进出口|机械铸造|有色金属|柴油发动机,56
986,广东蒙泰高新纤维股份有限公司,91445200077874291G,广东蒙泰高新纤维股份有限公司成立于2013年09月06日，注册地位于揭阳市揭东区城西片工业区，法定代表人为郭清海。经营范围包括生产、销售：超细旦纤维丝、高强纤维丝、各种化纤丝、化纤材料及其制品；货物进出口、技术进出口；住房租赁；非居住房地产租赁；化工产品销售（不含许可类化工产品）；塑料制品销售。(依法须经批准的项目，经相关部门批准后方可开展经营活动)广东蒙泰高新纤维股份有限公司对外投资7家公司，具有1处分支机构。,"9,600万(元)",化工产品|塑料制品|化学纤维|高强度纤维丝|超细旦纤维丝,62
987,广东融谷创新产业园有限公司,91440606MA4WW9JT0K,广东融谷创新产业园有限公司成立于2017年07月21日，注册地位于佛山市顺德区北滘镇北滘社区居民委员会环镇东路南1号之十六（住所申报），法定代表人为苏志宏。经营范围包括产业园的招商、开发、建设；信息技术、网络技术、计算机技术、数据处理技术的技术研发、技术咨询、技术服务；计算机软硬件及产品的设计与开发；技术转让服务；科技中介服务；科技项目代理服务；科技项目评估服务；创业投资；风险投资；股权投资；项目投资；投资咨询服务；企业管理咨询服务；企业财务咨询服务；工程技术咨询服务；科技信息咨询服务；房屋租赁；场地租赁；自有设备租赁；物业管理。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）(依法须经批准的项目，经相关部门批准后方可开展经营活动)广东融谷创新产业园有限公司对外投资2家公司。,"1,000万(元)",大数据处理|技术咨询|投资管理|融资服务|软件开发,53
988,广东裕田霸力科技股份有限公司,9.14404E+17,"广东裕田霸力科技股份有限公司成立于2003年06月13日，注册地位于珠海高栏港经济区精细化工区(南水镇浪湾路18号)，法定代表人为邱伟平。经营范围包括研发、生产、销售经营胶粘剂、皮革化学品、电子、造纸用高科技化学品及催化剂等精细化工产品(危险化学品生产仅限于聚氨酯粘合剂(32196)、氯丁酚醛胶粘剂(32196)、聚氨酯漆稀释剂(32198),许可证有效期至2013年3月28日)。有机化工产品、无机化工产品、各种溶剂(危险化学品按粤珠安经(乙)字[2011]B00015号危险化学品经营许可证核定的范围经营,许可证有效期至2014年6月28日)、天然皮料、皮革制品的批发、零售及进出口业务(涉及配额许可证管理、专项规定管理的商品按国家有关规定办理)。(依法须经批准的项目,经相关部门批准后方可开展经营活动)〓广东裕田霸力科技股份有限公司对外投资4家公司。","7,142.6925万(元)",纸张|电子|皮革化学品|精细化工|胶粘剂,90
989,广东西南投资控股有限公司,91440607586362198X,广东西南投资控股有限公司成立于2011年11月29日，注册地位于佛山市三水区西南街道建设二路1号一座211，法定代表人为董宜刚。经营范围包括实业投资、产权转让；对佛山市三水区对外经济开发区“三旧”项目进行改造、建设、投资和经营，自有物业出租，汽车租赁服务，户外停车场服务，教育投资和管理服务（不含涉许可审批的教育培训活动）。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）(依法须经批准的项目，经相关部门批准后方可开展经营活动)广东西南投资控股有限公司对外投资9家公司。,"20,000万(元)",外开发区|三水区|教育|经营|改造,132
990,广东贝尔试验设备有限公司,91441900783879532X,广东贝尔试验设备有限公司成立于2005年12月30日，注册地位于广东省东莞市东城街道勿松一街11号，法定代表人为林海珍。经营范围包括技术开发、产销：环境试验设备、力学试验设备、电池检测设备、五金配件；试验设备维修；货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）。(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓广东贝尔试验设备有限公司对外投资2家公司，具有1处分支机构。,"2,100万(元)",试验设备|五金配件|东城街道,67
991,广东贤正科技有限公司,91441200617593918C,"广东贤正科技有限公司成立于1996年03月18日，注册地位于肇庆市三榕工业开发区泰隆包装机械有限公司厂房西8卡之三，法定代表人为朱结要。经营范围包括研究、开发、制造、销售:真空应用设备,精密机电设备,电子仪器。(依法须经批准的项目,经相关部门批准后方可开展经营活动)〓广东贤正科技有限公司对外投资3家公司，具有1处分支机构。","1,000万(元)",真空应用设备|精密机电设备|电子仪器,91
992,广东质安建设工程技术有限公司,91440106721915243G,广东质安建设工程技术有限公司成立于2000年03月21日，注册地位于广州市天河区黄村大观公园路10号101房（不可作厂房使用），法定代表人为刁永东。经营范围包括土石方工程服务;桩基检测服务;基坑监测服务;基坑支护服务;测绘服务;施工现场质量检测;地质勘查技术服务;地下管线探测;工程技术咨询服务;软件开发;信息技术咨询服务;电子、通信与自动控制技术研究、开发;工程和技术基础科学研究服务;电子元器件零售;电子元件及组件制造;广东质安建设工程技术有限公司对外投资1家公司，具有2处分支机构。,"1,000万(元)",电子元器件制造|桩基检测|信息技术咨询|土石方工程|电子产品零售|地下管道探测|基坑支护|地质勘探|基坑监测|软件开发,83
993,广东赛安特新材料有限公司,91440607MA545QMK1H,广东赛安特新材料有限公司成立于2019年12月06日，注册地位于佛山市三水区中心科技工业区大塘园A区66号(F5)首层之一(住所申报)，法定代表人为潘华胜。经营范围包括生产、销售：化学新材料、化妆品原料、其他化学产品（以上项目不含危险化学品）；新材料、有机硅合成技术的研发及转让；货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）；国内贸易（许可审批类商品除外）。(依法须经批准的项目，经相关部门批准后方可开展经营活动),500万(元),新材料|其他化学产品|化妆品原料|有机硅合成技术|化学材料,62
994,广东赤萌医疗科技有限公司,91440101MA59CC0X2K,广东赤萌医疗科技有限公司成立于2016年04月07日，注册地位于广州市黄埔区香山路17号厂房A501，法定代表人为罗思施。经营范围包括技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;医学研究和试验发展;计量技术服务;工程和技术研究和试验发展;人体干细胞技术开发和应用;自然科学研究和试验发展;生物基材料制造;检验检测服务广东赤萌医疗科技有限公司对外投资1家公司。,"1,900万(元)",医疗科技|转让|研究|试验开发|技术研发|生物材料|检验检测|咨询,46
995,广东越群生物科技股份有限公司,91445200733104122W,广东越群生物科技股份有限公司成立于2001年12月04日，注册地位于揭东经济开发试验区横山村前，法定代表人为洪越群。经营范围包括从事水生动物饵料的研究开发；饲料、预混料、添加剂、动物营养保健品、水质改良剂、微生物制剂的生产（以上项目由分支机构凭许可证经营）和技术开发、技术服务、技术咨询、销售；水产品的养殖、加工和技术开发、技术服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)广东越群生物科技股份有限公司对外投资3家公司，具有1处分支机构。,"7,532.3077万(元)",饲料|预混料|添加剂|微生物制剂|水生动物饵料,44
996,广东轩辕网络科技股份有限公司,91440101708268459Q,"广东轩辕网络科技股份有限公司是业内领先的AI+教育解决方案提供商。公司成立于1998年，于2014年正式在新三板挂牌，证券简称“轩辕网络”,证券代码“830891”。轩辕网络深耕教育20余年，始终航行在教育信息化的主航道上，结合公司在云计算、大数据和人工智能领域的专业技术优势和对教育行业的深刻理解，结合国家产教融合政策，为教育行业客户提供教学服务和人才培养整体解决方案，涵盖了基础教学、专业教学、实验教学、实践教学、在线教学和人才供应链服务等方面的内容，提供的解决方案包括：智慧人才培养解决方案、智慧实验实训云、智慧校园综合服务管理解决方案、智慧基础架构解决方案等,并通过人才供应链服务平台，对接高校和用人单位，为用人单位提供高质量和专业化的人才服务，通过深度校企合作，打造可持续发展的创新育人生态链。","6,774万(元)",大数据|人工智能|教育培训|人才供应链服务|云计算|AI+教育解决方案,37
997,广东远华新材料股份有限公司,9.14406E+17,广东远华新材料股份有限公司成立于2003年03月07日，注册地位于佛山市高明区荷城街道三明路35号(办公楼)，法定代表人为夏冠明。经营范围包括研发、生产、销售：新型材料、塑胶地板、复合地板、木地板、家居用品、瑜伽用品、服装、纺织品、塑料制品、化纤制品、国内贸易、货物进出口、技术进出口；电子商务服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)广东远华新材料股份有限公司对外投资1家公司。,"5,000万(元)",PVC地板|塑料制品|家居用品|纺织品|外商投资|复合地板|国际贸易|服装|技术进出口|新型材料,62
998,广东远思南药生物科技有限公司,91441426MA7FX23249,广东远思南药生物科技有限公司成立于2021年12月28日，注册地位于平远县大柘镇黄花陂平远县工业区（广东华清园生物科技有限公司办公楼三楼），法定代表人为凌雪梅。经营范围包括技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；技术进出口；工程和技术研究和试验发展；中草药种植；中草药收购；医学研究和试验发展；化妆品生产；化妆品批发；化妆品零售；卫生用品和一次性使用医疗用品生产；卫生用品和一次性使用医疗用品销售；个人卫生用品销售；药品生产；药品批发；药品零售；药品互联网信息服务；食品销售；保健食品生产；保健食品（预包装）销售；食品生产；消毒剂生产（不含危险化学品）；消毒剂销售（不含危险化学品）；消毒器械销售；消毒器械生产；电子产品销售；互联网销售（除销售需要许可的商品）；农副产品销售；初级农产品收购；货物进出口；医疗器械互联网信息服务；第二类医疗器械销售；第一类医疗器械销售；第三类医疗器械经营。(依法须经批准的项目，经相关部门批准后方可开展经营活动)广东远思南药生物科技有限公司具有1处分支机构。,"1,000万(元)",化妆品生产|技术开发|技术咨询|技术服务|中药材种植|医疗器械销售|农副产品销售|技术研发|互联网销售,45
999,广东连邦新材料股份有限公司,9.14402E+17,广东连邦新材料股份有限公司成立于2009年12月10日，注册地位于南雄市珠玑工业园，法定代表人为郑玉峰。经营范围包括研发、生产、加工、销售：石墨烯高性能新型防火涂料、水性钢结构新型防火涂料、新型防腐材料、低碳材料、防火涂料、功能性建筑涂料、特种干粉砂浆、防水材料、化工产品、环保尼龙PA料再生产品、消毒产品（以上项目不涉及危化品）；销售：环保材料、电子产品；废旧物资的处置及综合利用；环保工程施工；货物或技术进出口（国家禁止或涉及行政审批的货物和技术进出口除外）；国内商业贸易。(依法须经批准的项目，经相关部门批准后方可开展经营活动),"2,798.001万(元)",水基涂层|环保材料|碳纳米管|石墨烯|特殊功能涂料,62
1000,广东迪生力汽配股份有限公司,9.14407E+17,广东迪生力汽配股份有限公司成立于2001年，是一家集自主研发、自主品牌、生产直达海外销售市场直营批发连锁店的研发产供销一条龙发展模式、横跨中美、覆盖全球的铝合金汽车轮毂高端企业。是国内汽车轮毂配件出口最大的企业之一，并于2017年在上交所主板成功上市。,"42,814.46万(元)",外贸|铝合金|品牌|汽车轮毂,71
1001,广东道氏技术股份有限公司,91440700666523481W,广东道氏技术股份有限公司，国家高新技术企业，创业板A股上市公司（股票代码：300409），公司于2007年9月创立，2014年12月在深交所上市。公司深耕陶瓷材料业务，积极拓展新能源锂电领域。2016年开始布局新能源领域上游资源（钴原料、钴盐）及锂电正极核心材料三元前驱体、锂电导电材料石墨烯和碳纳米管导电剂等关键材料，形成了“锂电材料+碳材料+陶瓷材料”的产业布局，实现了产业联动融合。2021年，公司开启了五年发展战略规划的新征程，站在新的起点，公司将在人才引领创新和产能扩张的双轮驱动下，谱写道氏发展新篇章，努力铸造一流新材料企业。,"57,899.5581万(元)",锂电|三元前驱体|新能源|碳纳米管|石墨烯,68
1002,广东道生科技股份有限公司,91440700770160633G,广东道生科技股份有限公司成立于2004年12月21日，注册地位于江门市蓬江区荷塘镇南格西路2号，法定代表人为李本立。经营范围包括研发、生产、销售：各种高性能工程塑料及合成树脂，塑料制品及塑料助剂，精密模具，汽车零部件及配件。(依法须经批准的项目，经相关部门批准后方可开展经营活动)广东道生科技股份有限公司对外投资4家公司。,"1,000万(元)",精密模具|汽车零部件|高性能工程塑料|合成树脂,53
1003,广东金华达电子有限公司,9.14414E+17,广东金华达电子有限公司成立于1997年07月21日，注册地位于梅州市经济开发区东升工业园AD2区，法定代表人为刘跃子。经营范围包括配电开关控制设备制造；照明器具制造；输配电及控制设备制造；电池制造；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；特种设备销售；特种设备出租；蓄电池租赁；租赁服务（不含许可类租赁服务）；货物进出口；技术进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动)广东金华达电子有限公司对外投资1家公司。,"1,000万(元)",电池制造等.|照明器具制造,20
1004,广东金发科技有限公司,91441802077867032A,金发科技是一家聚焦高性能新材料的科研、生产、销售和服务，为创造更加安全、舒适、便捷的人类生活提供全新的材料解决方案的新材料企业，推动人类生活环境的持续改善，创造美好生活。金发科技总部位于广州科学城，旗下拥有48家子公司，在南亚、北美、欧洲等海外地区设有研发和生产基地。金发科技的产品以自主创新开发为主，覆盖了改性塑料、环保高性能再生塑料、完全生物降解塑料、特种工程塑料、碳纤维及复合材料、轻烃及氢能源和医疗健康高分子材料产品等7大类自主知识产权产品。金发科技材料以其良好的环境友好度和卓越的性能远销全球130多个国家和地区，为全球1000多家知名企业提供服务。金发科技致力于解决人类日益严峻的环境问题，积极应对来自全球生存环境变化带来的挑战，通过均衡经济、环境社会的关系，实现可持续发展。,"35,506万(元)",生产工艺|新材料|环保,62
1005,广东金明精机股份有限公司,91440500192983581M,广东金明精机股份有限公司成立于1987年12月01日，注册地位于汕头市濠江区纺织工业园，法定代表人为汪帆。经营范围包括食品用塑料包装容器工具制品生产；发电业务、输电业务、供（配）电业务；塑料加工专用设备制造；塑料加工专用设备销售；模具制造；模具销售；智能基础制造装备制造；智能基础制造装备销售；人工智能行业应用系统集成服务；塑料制品制造；塑料制品销售；橡胶制品制造；橡胶制品销售；食品用塑料包装容器工具制品销售；劳动保护用品销售；劳动保护用品生产；产业用纺织制成品制造；产业用纺织制成品销售；专用设备制造（不含许可类专业设备制造）；化工产品销售（不含许可类化工产品）；货物进出口；技术进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动)广东金明精机股份有限公司对外投资8家公司。,"41,892.358万(元)",外商直接投资|橡胶制品销售|化工产品销售|动力供应|塑料制品销售,91
1006,广东金盾服装公司,91441900281842836C,广东金盾服装公司成立于1994年09月08日，注册地位于东莞市南城区新基社区育才路，法定代表人为孙毅。经营范围包括公安、保卫行业服装产销。销售：公安、保卫行业标志，保安器材，消防器材，针纺织品，建筑材料，电子产品，塑料及制品，革皮及制品，纸及制品，工艺美术品（除金银首饰），汽车配件，摩托车配件，办公用品，机电设备。(依法须经批准的项目，经相关部门批准后方可开展经营活动)广东金盾服装公司对外投资1家公司，具有2处分支机构。,"1,600万(元)",服装生产|机电设备|塑料|安保|公安|办公用品|汽车配件|电子产品|摩托车配件|消防,97
1007,广东金马旅游集团股份有限公司,91445100282277349L,广东金马旅游集团股份有限公司成立于1993年04月08日，注册地位于广东潮州市永护路口，法定代表人为肖创英。经营范围包括通信及信息网络、计算机软硬件、自动化系统的产品开发、经营，系统设计、集成及技术服务；电力、热力及新能源的项目投资及管理；矿业项目投资及管理。(依法须经批准的项目，经相关部门批准后方可开展经营活动)广东金马旅游集团股份有限公司对外投资5家公司。,"100,914.8298万(元)",自动化系统|软件开发|项目管理|能源,131
1008,广东金骏康生物技术有限公司,9.14406E+17,广东金骏康生物技术有限公司成立于2013年03月19日，注册地位于佛山市南海区狮山镇桃园东路99号力合科技产业中心11栋研发车间210室（住所申报），法定代表人为周金林。经营范围包括生物技术推广服务；工程和技术研究和试验发展（生物科学技术研究服务）；生物医药研发；保健食品、食品及饲料的研发、生产与销售；饲料添加剂、食品添加剂、化妆品原料的研发、生产与销售；货物进出口和技术进出口。（依法须经批准的项目，经相关部门批准后方可开展经营活动。）(依法须经批准的项目，经相关部门批准后方可开展经营活动)〓广东金骏康生物技术有限公司对外投资2家公司。,"1,600万(元)",食品添加剂|饲料添加剂|医药研发|生物技术|保健品,44
1009,广东金鼎高新材料有限公司,9.14413E+17,广东金鼎高新材料有限公司成立于2001年10月15日，注册地位于肇庆市高要区河台镇，法定代表人为陈荷芳。经营范围包括生产经营：高科技贵金属电子材料，氰化亚金钾（1699），硝酸银（2340），氰化银（1703），氰化银钾（1704），表面处理剂（不含危险化学品）；回收、加工、销售：贵金属（法律、行政法规、国务院决定有规定的除外）；金属材料技术、商务信息咨询服务（不含金融、证券、期货信息咨询）。(依法须经批准的项目，经相关部门批准后方可开展经营活动),"1,280.7万(元)",高新技术|贵金属|表面处理剂|电子材料|金属,62
1010,广东鑫光智能系统有限公司,91442000325204343D,广东鑫光智能系统有限公司成立于2015年02月11日，注册地位于中山市坦洲镇环洲横巷1号A栋之一（增设1处经营场所，具体见章程），法定代表人为付明涛。经营范围包括研发、生产制造、销售：工业机器人及配件、工业自动控制系统装置、节能环保设备、润滑油、五金制品、电子产品、智能化信息化自动生产线（用于生产各类汽车零部件），机电设备安装（除特种设备），从事机械技术领域内的技术开发、技术咨询、技术服务（除特种设备），汽车零部件、机械设备及配件、机电设备及配件、通信设备及相关产品、计算机、软件及辅助设备（除计算机信息系统安全专用产品）、工业自动化控制设备销售；租赁：机械设备；工业机械人及自动化技术推广服务；批发、零售：计算机软硬件；货物或技术进出口。（国家禁止或涉及行政审批的货物和技术进出口除外）（依法须经批准的项目，经相关部门批准后方可开展经营活动。）(依法须经批准的项目，经相关部门批准后方可开展经营活动)广东鑫光智能系统有限公司对外投资4家公司，具有1处分支机构。,"7,500万(元)",机电安装|节能环保|智能制造|工业机器人|软件开发,22
1011,广东银洋环保新材料有限公司,9144060075921774XL,广东银洋环保新材料有限公司成立于2004年04月20日，注册地位于佛山市三水区乐平镇范湖经济开发区，法定代表人为赵志辉。经营范围包括生产经营合成树脂、化工原料、环保型粉末涂料树脂及其产品研发。（以上项目不含易燃、易爆危险品）(依法须经批准的项目，经相关部门批准后方可开展经营活动)广东银洋环保新材料有限公司对外投资3家公司，具有1处分支机构。,"1,156.763万(香港元)",合成树脂|化工原料|外商投资|环保型粉末涂料树脂,62
